,id,branch,customerType,gender,prodLine,price,quant,tot,date,time,payment,rating
957,430-02-3888,B,Normal,Male,Electronic accessories,46.02,6.0,289.926,2019-02-07,15:55,Cash,7.1
958,867-47-1948,C,Normal,Female,Home and lifestyle,15.8,10.0,165.9,2019-01-09,12:07,Cash,7.8
959,384-59-6655,A,Member,Female,Food and beverages,98.66,9.0,932.337,2019-02-19,15:07,Cash,8.4
960,256-58-3609,C,Member,Male,Fashion accessories,91.98,1.0,96.579,2019-03-18,15:29,Cash,9.8
961,324-92-3863,A,Member,Male,Electronic accessories,20.89,2.0,43.869,2019-02-05,18:45,Cash,9.8
962,593-08-5916,A,Normal,Female,Fashion accessories,15.5,1.0,16.275,2019-03-19,15:23,Credit card,7.4
963,364-34-2972,C,Member,Male,Electronic accessories,96.82,3.0,304.983,2019-03-30,20:37,Cash,6.7
964,794-42-3736,B,Normal,Male,Food and beverages,33.33,2.0,69.993,2019-01-26,14:41,Credit card,6.4
965,172-42-8274,B,Normal,Female,Electronic accessories,38.27,2.0,80.367,2019-03-02,18:18,Credit card,5.8
966,558-60-5016,A,Normal,Female,Home and lifestyle,33.3,9.0,314.685,2019-03-04,15:27,Ewallet,7.2
967,195-06-0432,A,Member,Male,Home and lifestyle,81.01,3.0,255.1815,2019-01-13,12:55,Credit card,9.3
968,605-03-2706,A,Normal,Female,Health and beauty,15.8,3.0,49.77,2019-03-25,18:02,Cash,9.5
969,214-30-2776,B,Member,Female,Electronic accessories,34.49,5.0,181.0725,2019-03-11,19:44,Credit card,9.0
970,746-04-1077,B,Member,Female,Food and beverages,84.63,10.0,888.615,2019-01-01,11:36,Credit card,9.0
971,448-34-8700,B,Member,Male,Home and lifestyle,36.91,7.0,271.2885,2019-02-10,13:51,Ewallet,6.7
972,452-04-8808,B,Normal,Male,Electronic accessories,87.08,7.0,640.038,2019-01-26,15:17,Cash,5.5
973,531-56-4728,A,Normal,Male,Home and lifestyle,80.08,3.0,252.252,2019-02-11,15:29,Cash,5.4
974,744-82-9138,C,Normal,Male,Fashion accessories,86.13,2.0,180.873,2019-02-07,17:59,Cash,8.2
975,883-69-1285,B,Member,Male,Fashion accessories,49.92,2.0,104.83200000000001,2019-03-06,11:55,Credit card,7.0
976,221-25-5073,A,Normal,Female,Food and beverages,74.66,4.0,313.572,2019-03-04,10:39,Cash,8.5
977,518-71-6847,B,Member,Male,Food and beverages,26.6,6.0,167.58,2019-02-26,15:10,Ewallet,4.9
978,156-20-0370,B,Normal,Female,Electronic accessories,25.45,1.0,26.7225,2019-03-10,18:10,Credit card,5.1
979,151-33-7434,B,Normal,Female,Food and beverages,67.77,1.0,71.15849999999999,2019-02-04,20:43,Credit card,6.5
980,728-47-9078,C,Member,Male,Food and beverages,59.59,4.0,250.27800000000002,2019-01-19,12:46,Cash,9.8
981,809-46-1866,A,Normal,Male,Health and beauty,58.15,4.0,244.23,2019-01-23,17:44,Cash,8.4
982,139-32-4183,A,Member,Female,Sports and travel,97.48,9.0,921.186,2019-03-14,14:19,Ewallet,7.4
983,148-41-7930,C,Normal,Male,Health and beauty,99.96,7.0,734.706,2019-01-23,10:33,Cash,6.1
984,189-40-5216,C,Normal,Male,Electronic accessories,96.37,7.0,708.3195000000001,2019-01-09,11:40,Cash,6.0
985,374-38-5555,B,Normal,Female,Fashion accessories,63.71,5.0,334.4775,2019-02-07,19:30,Ewallet,8.5
986,764-44-8999,B,Normal,Female,Health and beauty,14.76,2.0,30.996,2019-02-18,14:42,Ewallet,4.3
987,552-44-5977,B,Member,Male,Health and beauty,62.0,8.0,520.8,2019-01-03,19:08,Credit card,6.2
988,267-62-7380,C,Member,Male,Electronic accessories,82.34,10.0,864.5699999999999,2019-03-29,19:12,Ewallet,4.3
989,430-53-4718,B,Member,Male,Health and beauty,75.37,8.0,633.1080000000001,2019-01-28,15:46,Credit card,8.4
990,886-18-2897,A,Normal,Female,Food and beverages,56.56,5.0,296.94,2019-03-22,19:06,Credit card,4.5
991,602-16-6955,B,Normal,Female,Sports and travel,76.6,10.0,804.3,2019-01-24,18:10,Ewallet,6.0
992,745-74-0715,A,Normal,Male,Electronic accessories,58.03,2.0,121.863,2019-03-10,20:46,Ewallet,8.8
993,690-01-6631,B,Normal,Male,Fashion accessories,17.49,10.0,183.645,2019-02-22,18:35,Ewallet,6.6
994,652-49-6720,C,Member,Female,Electronic accessories,60.95,1.0,63.9975,2019-02-18,11:40,Ewallet,5.9
995,233-67-5758,C,Normal,Male,Health and beauty,40.35,1.0,42.3675,2019-01-29,13:46,Ewallet,6.2
996,303-96-2227,B,Normal,Female,Home and lifestyle,97.38,10.0,1022.49,2019-03-02,17:16,Ewallet,4.4
997,727-02-1313,A,Member,Male,Food and beverages,31.84,1.0,33.431999999999995,2019-02-09,13:22,Cash,7.7
998,347-56-2442,A,Normal,Male,Home and lifestyle,65.82,1.0,69.111,2019-02-22,15:33,Cash,4.1
999,849-09-3807,A,Member,Female,Fashion accessories,88.34,7.0,649.299,2019-02-18,13:28,Cash,6.6
